contribution_id,article,thread,username,timestamp,thread_type,text,editor_score
6396,Acharya S,Delete actual name,Capitalismojo,2013-11-19 22:24:03,POST,":Her ""stalkers"" must be unaware of this thing called ""google"". Capitalismojo (talk) 04:24, 20 November 2013 (UTC)
::And books. Capitalismojo (talk) 04:26, 20 November 2013 (UTC)",0.4166666666666667
6412,Acharya S,Delete actual name,Capitalismojo,2013-12-26 18:46:15,POST,":::::::::::This has been resolved by the recent RfC (see above). If you would like to start another RfC again so soon hoping to get another result, feel free but know that this issue has been resolved. Capitalismojo (talk) 00:46, 27 December 2013 (UTC)",0.4166666666666667
6399,Acharya S,Delete actual name,TheRedPenOfDoom,2013-12-13 22:09:46,POST,"::someone who is out there publishing and promoting books is not a ""private individual."" -- TRPoD aka The Red Pen of Doom 04:09, 14 December 2013 (UTC)",0.6597938144329897
6410,Acharya S,Delete actual name,TheRedPenOfDoom,2013-12-28 11:25:03,POST,"::::::::::::::::Madonna Louise Ciccone is not her preference and appears in about the same proportion. Murdock is not a ""private"" individual, she is a public figure who has promoted her work.  -- TRPoD aka The Red Pen of Doom 17:25, 28 December 2013 (UTC)",0.6597938144329897
6400,Acharya S,Delete actual name,In ictu oculi,2013-12-14 02:25:28,POST,":::Were the two editors directly above invited here by email? I think this was considered in the RfC and the 4 book sources all use the name ""Dorothy M. Murdock"" and two use ""Dorothy M___ Murdock"" while referencing it to the author's own website so this seems to be rather ridiculous. WP:FULLNAME applies to leads in all biographies including ""Chelsea Elizabeth Manning[4] (born Bradley Edward Manning, December 17, 1987) so I'm not sure what the comparison proves. If anything we shouldn't really have M. when Holding and the school source the middle name. In ictu oculi (talk) 08:25, 14 December 2013 (UTC)",0.3096129837702871
6401,Acharya S,Delete actual name,In ictu oculi,2013-12-25 18:57:04,POST,"::::TEMPLATE[ping, In ictu oculi] Sorry, I did not realize there had been an RfC.  Full disclosure: I have interacted with the subject via OTRS.  I changed to the initials because the subject has actually published under them unlike the full name.  Are there instances of her having actually published under the name ""Dorothy"" or admitting that is here real name?  Annual Report - American School of Classical Studies at Athens doesn't show any proof and the other two sources surely can't be said to be reliable for her full name. -- John Reaves 00:52, 26 December 2013 (UTC)
::::::The two additional book print sources, one ""Dorothy M. Murdock"", on ""Dorothy Milne Murdock"" are reliable sources. The summer school Annual Report - American School of Classical Studies at Athens was introduced by the author herself on her own website as part of author's expertise/credentials. In ictu oculi (talk) 00:57, 26 December 2013 (UTC)",0.3096129837702871
6404,Acharya S,Delete actual name,In ictu oculi,2013-12-25 20:56:48,POST,":::::::::How does Dorothy B. Thompson = Dorothy M. Murdock? The Christ Myth is a pseudo-historical piece and definitely not reliable and regarding the last source listed, we certainly can't accept a questionable source as the only source for someone's name, especially when the information has been called into question.  Theretofore, I am reverting back to the initials. John Reaves 02:21, 26 December 2013 (UTC)
::::::::::TEMPLATE[ping, John Reaves] There is more than 1 Dorothy on the page:
::::::::::TEMPLATE[quotation, Annual Report - American School of Classical Studies at Athens 1983 ...M. Alison Frantz Virginia R. Grace Stella G. Miller Dorothy B. Thompson James J. Clauss (Seymour Fellow) Elizabeth A. ... R. Hershenson Preston B. Kavanaugh John D. Maclsaac Elizabeth P. McGowan Dorothy M. Murdock Jeffery S. Purinton]
::::::::::And the Christ Myth is not the source, this has all been gone through ad infinitum before, this has been the main topic on this page for years which is why we had a RFC
::::::::::Please look at the plentiful above sources and discussion. If you wish to start a new RfC then do so. We cannot keep rehashing this every time the author finds a new editor to email. In ictu oculi (talk) 02:56, 26 December 2013 (UTC)",0.3096129837702871
6406,Acharya S,Delete actual name,In ictu oculi,2013-12-25 21:51:41,POST,"::::::::::::Raquel, When the name of a private individual has not been widely disseminated or has been intentionally concealed, such as in certain court cases or occupations, does not cover an author who has published her own credentials including their name, so WP:FULLNAME applies. If you dispute the reasons in the RfC then you are free to open a new RfC. In ictu oculi (talk) 03:51, 26 December 2013 (UTC)",0.3096129837702871
6408,Acharya S,Delete actual name,In ictu oculi,2013-12-27 19:32:37,POST,":::::::::::::::Following the view of the RfC that is why the middle name ""Milne"" is not used in the lead, it has been disseminated only in the self published Xulon Press based on author's link to Lake Forest College source. But Simon & Schuster + B&H Publishing Group + American School of Classical Studies at Athens counts as both WP:RS and ""widely disseminated"" for ""Dorothy"". In ictu oculi (talk) 01:32, 28 December 2013 (UTC)",0.3096129837702871
6402,Acharya S,Delete actual name,John Reaves,2013-12-25 19:04:49,POST,":::::::How are the first two reliable sources for her name?  The third reference does not seem to be linked from her website anywhere and I am unable to access the cited page.  How does the third reference prove her first name? -- John Reaves 01:04, 26 December 2013 (UTC)",0.5
6403,Acharya S,Delete actual name,John Reaves,2013-12-25 20:21:07,POST,"::::::::How is any book giving anyone's name reliable for their name? No reason to assume they are not. The link to Annual Report - American School of Classical Studies at Athens on Acharya's website as part of author's expertise/credentials was there earlier, in archives and is referenced her own books. 1 cf. 2. It is clear Dorothy M. Murdock wants an exception from WP:FULLNAME, editors in RFC understood that, and equally likely the author will continue to email every admin/user on Wikipedia, nevertheless if an author cites a public record with their name in it as their expertise in their books and website and it is also cited in reliable sources, there's no reason to grant that exception. What's more of an issue is that the American School of Classical Studies at Athens shows the author was simply an ""alumna"" - i.e. a young person on an extended summer school at the time at the time and in not ""A Member"" as claimed in the author's books.  In ictu oculi (talk) 01:37, 26 December 20",0.5
6411,Acharya S,Delete actual name,John Reaves,2013-12-26 16:34:53,POST,"::::::::::There simply are not reliable sources for her first name.  The fact that this a contentious issue is reason enough to exclude her first name.  -- John Reaves 22:34, 26 December 2013 (UTC)",0.5
6405,Acharya S,Delete actual name,Raquel Baranow,2013-12-25 21:21:26,POST,":::::::::::Why is it so important to put her ""real name"" in the article? She does not use it, she prefers her initials. Per WP:BLPNAME: When the name of a private individual has not been widely disseminated or has been intentionally concealed, such as in certain court cases or occupations, it is often preferable to omit it, especially when doing so does not result in a significant loss of context. Raquel Baranow (talk) 03:21, 26 December 2013 (UTC)",0.8222222222222222
6409,Acharya S,Delete actual name,Raquel Baranow,2013-12-28 10:26:09,POST,":::::::::::::::Three or four out of thousands is not ""widely disseminated"" and the ""real name"" is NOT her preference or how she is widely known. Raquel Baranow (talk) 16:26, 28 December 2013 (UTC)",0.8222222222222222
16900,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 10:32:42,THREAD_STARTER,"Once you read Asia Tribune you will come to know where it stands and who are really behind the 'Asia', at least Tamilnet is openly disclosing who are they, that is the difference.",0.4192634560906516
16901,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 01:26:52,POST,Rajsingam 26 Dec. 2006,0.4192634560906516
16903,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 10:38:11,POST,You are correct.,0.4192634560906516
16904,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 01:26:52,POST,Rajsingam 26 Dec. 2006,0.4192634560906516
16906,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 10:50:17,POST,"You go through Tamilnet at times they give prominence to Sri Lankan Government politicians. But the Asia Tribune once heavily attacked the former Singapore Prime Minister Lee Kuan Yew, because he went to say something in his book supporting Sri Lankan Tamils. You do few 'google' search you will come to the shadow of the Asia Tribune.",0.4192634560906516
16907,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 01:26:52,POST,Rajsingam 26 Dec. 2006,0.4192634560906516
16911,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 11:06:44,POST,"Even Tamilnet is discussing on world Affairs, but I don't say because of that, that is a neutral one.
What is inhuman, if they publish few photos of a family where wife was raped, the two children and the husband were stapped by the Sri Lankan Navy and then hanged them on the roof in Mannar few months ago, you feel inhuman?",0.4192634560906516
16912,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 01:26:52,POST,Rajsingam 26 Dec. 2006,0.4192634560906516
16914,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 11:32:18,POST,"We are not discussing about the LTTE or the Sri Lankan Forces but the realiability of the Asia Tribune and the Tamilnet, we can't divert our topic.",0.4192634560906516
16915,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 01:26:52,POST,Rajsingam 26 Dec. 2006,0.4192634560906516
16916,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 11:36:59,POST,"I have gone through the Newpaper, this is the way you are fooling all. You asked the Bishop of Mannar, he will tell the actual facts than few editors who could be bought over by money and then could pulish it in a Colombo based newspaper under political influence.",0.4192634560906516
16917,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 01:26:52,POST,Rajsingam 26 Dec. 2006,0.4192634560906516
16918,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 11:46:55,POST,"You read this story Bishop protests Police, Navy rapes and murders where Bishop of Mannar is disclosing the truth. Why they have published it in Tamilnet is simply because they can't do it in Colombo.",0.4192634560906516
16919,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 01:26:52,POST,Rajsingam 26 Dec. 2006,0.4192634560906516
16920,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 11:56:03,POST,I have added the story INDICTMENT AGAINST SRI LANKA which I quoted originally. Once you read carefully you will come to know who are the real culprits.,0.4192634560906516
16921,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-26 01:26:52,POST,Rajsingam 26 Dec. 2006,0.4192634560906516
16923,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-27 06:24:21,POST,"There are good Tigers and Sri Lankan Forces, but what I discussed is only the incidents and other evidences. But once you read those stories and analyse you will come to know the incidents were purported by some misguided forces. I am not blaming each and every one of the Sri Lankan Forces. If we are calling others terrorists then we should have more discipline and order.
Rajsingam 12:24, 27 December 2006 (UTC)",0.4192634560906516
16925,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-27 07:43:02,POST,"You can report
Rajsingam 13:43, 27 December 2006 (UTC)",0.4192634560906516
16928,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-28 20:34:27,POST,"Subramaniam Swamy is a politician trying to be always in the lime light by his time-to-time statements. When you read the Swamy's Swamp by Sahabzada Yusuf Ahmad Ansari, you will come to know where he stands.",0.4192634560906516
16929,Anton Balasingham,Asia Tribune vs. Tamilnet,Rajsingam,2006-12-28 20:25:48,POST,"I have already commented of my opinion on Asia Tribune and Tamilnet. I don't want to repeat it once again.
Rajsingam 02:25, 29 December 2006 (UTC)",0.4192634560906516
16902,Anton Balasingham,Asia Tribune vs. Tamilnet,Bakasuprman,2006-12-26 10:36:42,POST,"U mean Associated Sinhalese Intelligence Advisors?Bakaman 16:36, 26 December 2006 (UTC)",0.4397163120567376
16909,Anton Balasingham,Asia Tribune vs. Tamilnet,Bakasuprman,2006-12-26 10:52:28,POST,"I was kidding about the acronym, but I do find that newspaper full of POV. They might as well throw in a qaseeda for Junius Richard Jayewardene while they're at it. Needless to say that Tamilnet is POV.Bakaman 16:52, 26 December 2006 (UTC)",0.4397163120567376
16927,Anton Balasingham,Asia Tribune vs. Tamilnet,Bakasuprman,2006-12-28 14:31:37,POST,"Subramaniam Swamy? Wow, that's pretty good, you got me leaning in your direction. Raj, Perhaps this is an argument you may have to concede. You do know that Tamil language newspapers, and Tamil papers in English can still meet wP:RS so maybe you should look into those.Bakaman 20:31, 28 December 2006 (UTC)",0.4397163120567376
16930,Anton Balasingham,Asia Tribune vs. Tamilnet,Bakasuprman,2006-12-28 22:53:59,POST,"Asianet is reliable, but its not out of the park yet, it still looks to have an obvious bias. Subramaniam Swamy is a prominent Hindu figure, and the paper you noted is the opposition secular party's mouthpiece. Tamileelamnews sounds more reliable [ ]. http://www.tamileelamnews.com/aboutus/ about us section]. Raj, I think this is a good source for the Tamil Eelam perspective.Bakaman 04:53, 29 December 2006 (UTC)",0.4397163120567376
16905,Anton Balasingham,Asia Tribune vs. Tamilnet,Iwazaki,2006-12-26 10:44:04,POST,"nope..You are both disappointingly wrong !! Have you even bother to read ,what the write ?? Even in this case, there are pictures for god sake !! dont blame Asia Tribune for your vision problems --Iwazaki 16:44, 26 December 2006 (UTC)",0.4064039408866995
16908,Anton Balasingham,Asia Tribune vs. Tamilnet,Iwazaki,2006-12-26 11:00:08,POST,"Why dont  you provide me the article ? you are the one,who is claiming some thing here, so why dont you give your evidences ?? then i can actually give my comments on it--Iwazaki 17:00, 26 December 2006 (UTC)",0.4064039408866995
16910,Anton Balasingham,Asia Tribune vs. Tamilnet,Iwazaki,2006-12-26 11:00:08,POST,"I knew you were ..But havent you noticed they have a scores of articles related to a lot of other issues, such as Aung sang suki(ex Burmese leader).So ,burmese junta may well come up with the similar arguments !! If, you seriously thinking they are POV pushers, why dont we take those disputed articles and analyse them ?? The problem of Tamil Net, is not that they are POV,but that they are inhuman and cant be used to represent human arguments.--Iwazaki 17:00, 26 December 2006 (UTC)",0.4064039408866995
16913,Anton Balasingham,Asia Tribune vs. Tamilnet,Iwazaki,2006-12-26 11:28:39,POST,"Dear, you must be joking here !!! We cant fool everyone every time ,can we ??
LTTE and its bootlickers were fooling a lot of people before, but not any more..Pls have a look at this real murderers.Actually ,LTTE are quite good at killing people and blaming others for it. And not surprisingly, the boot lickers ,lose sense when it come to these,if they really have any.--Iwazaki 17:28, 26 December 2006 (UTC)",0.4064039408866995
16922,Anton Balasingham,Asia Tribune vs. Tamilnet,Iwazaki,2006-12-27 04:49:10,POST,"well well...you have failed raise a single argument against the Sunday times article.And I am not surprised at all !! The news paper ,is a neutral source and read by many SL tamils..Bishop of mannar !! ?? Or dear, that LTTE boot licker !! Who would love to keep an blind eye when tamils who opposed LTTE get hacked.And blame Anti-LTTE for everything.Can you show me a single comment he made against the LTTE?? .How many anti-LTTE  Christians were murdered by the LTTE,
And why this guy is so silent of these ?? Well,we all know why,don't we ??
I read your article,at Tamil nation,or dear even that article failed to give any description at all,other than blaming the GOSL ..Unlike LTTE control area, where you must kiss the ar** of the sun-goat to survive, tamils have more freedom in South, and that's why thousands of tamils who are moving to south to live.And there are many news-papers and neutral media, which follows all the GOSL actions and questions them. If the army or navy ,do any wrong doings, necessary actions must be taken.But we cant punish Army or Navy, for murders carried out by the LTTE..can we ??
--Iwazaki 10:49, 27 December 2006 (UTC)",0.4064039408866995
16924,Anton Balasingham,Asia Tribune vs. Tamilnet,Kerr avon,2006-12-27 07:33:40,POST,"Rajsingam why is Asian tribune ok for you to steal :Image:Anton_Balasingham1.jpg and upload it fraudulently as a book cover. Apparently Asian tribune is good for him to steal images from, but not for us to use as a WP:RS!
Rajsingam, You have a history of fraud, ie uploading images under false licenses, violating WP:AUTO etc, if you continue to vandalise this wiki, I will report you to the admins, and request they take disciplinary action against you.Kerr avon 13:33, 27 December 2006 (UTC)",0.5155844155844156
16926,Anton Balasingham,Asia Tribune vs. Tamilnet,Kerr avon,2006-12-27 07:52:50,POST,"Regarding Asian Tribune, one should consider it a WP:RS. There is no doubt it is noteworthy, for example, when the prominent indian plitician Dr Subramaniam Swamy wanted to issue a statement critical of Karunanidhi, the first media outlet he posted the statemement too to was the Asian Tribune[ ]. As such to deny asian tribune to be used as a source would be tragic.Kerr avon 13:52, 27 December 2006 (UTC)",0.5155844155844156
146170,Mount Hebron,Removal of well sourced material,NoCal100,2009-04-14 21:49:19,THREAD_STARTER,"There are 3 links that explicitly say part of the area is in Israel. Unexplained removal of sourced material is vandalism - please do not do it again. NoCal100 (talk) 03:49, 15 April 2009 (UTC)",0.6889952153110048
146172,Mount Hebron,Removal of well sourced material,NoCal100,2009-04-14 22:36:16,POST,":::There are 3 sources, all of which you  removed.
The first source says ""located in the western foothills of Mount Hebron in Israel"" The 2nd source says ""The Yatir Forest is the largest in Israel and spreads over 30,000 dunams on the slopes of Mount Hebron""
And the thrisd source, which you refer to, says the director of the Jewish National Fund arrived in the barren lands of southern Mount Hebron, in 1964 and that today, that area ""is the largest of Israel's forests"". Another clue would have been the date 1964 - when an Israeli official could not have been present there if it was under Jordanian control. Please stop removing well sourced material. NoCal100 (talk) 04:36, 15 April 2009 (UTC)",0.6889952153110048
146174,Mount Hebron,Removal of well sourced material,NoCal100,2009-04-14 23:01:36,POST,"::: The foothills of a mountainous area are part of that geographical location, and the forest is located in that area, as the sources explicitly say. American Archaeology in the Mideast is a reliable source, of the best that exist on Wikipeda. Same goes for an article in Ha'aretz, which is the same source used for the claim that part of Mt Hebron is in the West Bank. NoCal100 (talk) 05:01, 15 April 2009 (UTC)",0.6889952153110048
146177,Mount Hebron,Removal of well sourced material,NoCal100,2009-04-14 23:01:36,POST,":::The foothills of something are part of that something, just as the slopes of that something are part of it, and just like its peak is part of it. I have never argued against the position that most of Mt. Hebron is in the West bank, I just want to make it clear that part of it is in Israel. I have never claimed that Hebron is located in Israel, so naturally did not provide sources for that. You do not understand the difference between Hebron and Mt Hebron, so perhaps its best you stay out of this debate, of which you know nothing, and to which you wikistalked me. NoCal100 (talk)",0.6889952153110048
146171,Mount Hebron,Removal of well sourced material,Annoynmous,2009-04-14 22:00:05,POST,"::Here are the excerpts from the sources you claim prove your point:
""In 1964 Yosef Weiss, then director of the Jewish National Fund arrived in the barren lands of southern Mount Hebron and stated: ""Here shall stand a forest!"" Thus, under the motto of: ""making the desert bloom,"" tens of thousands of trees were planted and against all odds flourished. Today Yatir forest is the largest of Israel's forests. We'll explore Jewish and Bedouin settlements inside this forest""
""The Yatir Forest is the largest in Israel and spreads over 30,000 dunams on the slopes of Mount Hebron, approximately 51 miles northeast of Be'er Sheba.""
::Where in either of these passages does it say that Mount Hebron is in Judea. It says it's either on the slopes or at the southern end. That doesn't make it in Judea. annoynmous 04:00, 15 April 2009 (UTC)",0.4367816091954023
146176,Mount Hebron,Removal of well sourced material,Annoynmous,2009-04-14 22:46:43,POST,"::That's the point I made, the passage says the forest is on the slopes of Hebron, it doesn't say anywhere that Hebron is inside Israel.
::Yes Weiss is referring to southern Mount Hebron, which is mostly in the West bank. At most the very end tip of Hebron is in Israel.
::The first source you refer too says the Western foothills in Israel, which is next to the West bank. Many other editors have pointed out that theres more to that sentence than what you sourced. You have not provided one source that clearily states that Hebron is located in Israel. annoynmous 04:46, 15 April 2009 (UTC)",0.4367816091954023
146179,Mount Hebron,Removal of well sourced material,Annoynmous,2009-04-14 23:07:52,POST,"::So wait a minute, you admit that most of Mount Hebron is in the West bank and yet this is how your edit of the article looked:
Mount Hebron (Arabic: جبل الخليل‎) (Hebrew: הר חברון‎) is a geographic region and geologic formation in Judea, an area in Israel[1][2][3] and the West Bank[4][5]
::This implies that it's mostly in Israel and part of it goes over into the West bank when in fact it's the exact opposite. Just because some southern foothills stretch over into Israel doesn't mean it is in Israel. annoynmous 05:08, 15 April 2009 (UTC)",0.4367816091954023
146181,Mount Hebron,Removal of well sourced material,Annoynmous,2009-04-14 23:45:03,POST,"::I have made a compromise edit in line with what Nableezy suggested above. annoynmous 05:45, 15 April 2009 (UTC)",0.4367816091954023
146173,Mount Hebron,Removal of well sourced material,Nableezy,2009-04-14 22:45:34,POST,":The western foothills of Mount Hebron is not equal to Mount Hebron, and that is not a RS. And again, the forest is not equivalent to the mountain. Nableezy (talk) 04:45, 15 April 2009 (UTC)",0.14150943396226415
146175,Mount Hebron,Removal of well sourced material,Nableezy,2009-04-14 23:14:32,POST,"::::You are saying this is a RS? Or the Israeli MFA? I didn't object to the first source, I object to your reading of it. ""Kibbutz Lahav, located in the western foothills of Mount Hebron in Israel"". The ""in Israel"" part refers to Kibbuts Lahav and the 'western foothills of Mount Hebron', not Mount Hebron as you dishonestly partitioned above. Nableezy (talk) 05:14, 15 April 2009 (UTC)",0.14150943396226415
146180,Mount Hebron,Removal of well sourced material,Nableezy,2009-04-14 23:16:03,POST,"::The only RS you have says the western foothills of Mount Hebron is in Israel. If you want to say ""Mount Hebron is in the West Bank with its western foothills extending into Israel"" your source would support that. Not what you are writing. Nableezy (talk) 05:16, 15 April 2009 (UTC)",0.14150943396226415
146178,Mount Hebron,Removal of well sourced material,Eleland,2009-04-14 23:03:52,POST,"::::You may have never argued against that on talk, but you've removed it from the article, repeatedly editing it to describe Mt Hebron as part of Israel. If you are correct, the extreme southern portion of the Hebron massif extends across the Green Line into Israel, but your edits to the article portray the entire massif as part of Israel. eleland/talkedits> 05:03, 15 April 2009 (UTC)",0.08333333333333337
146182,Mount Hebron,Removal of well sourced material,N-HH,2009-04-15 07:40:52,POST,":::""I have never argued against the position that most of Mt. Hebron is in the West bank"". No, of course you haven't, typos and all. You know if your concern was to include a mention that a very small part of the extremities of the area is found the other side of the Green Line, you could just have added that information, rather than repeatedly reverting out all mention of the West Bank or placing the ""in Israel"" part ahead of the West Bank as if to suggest that more than 50% was that side. That's called collaborative as opposed to disruptive editing. Anyhow, we seem to have some form of accuracy now, although I would dispute the addition of ""Judea"" (which was not in the original suggested compromise). As we know, the use of the term is a matter of some debate as to what it refers to (it's certainly never used to refer to an area wholly ""in Israel""), and whether it is really used at all these days as a NPOV term; and in this case the source as quoted doesn't seem to use it, and even if it did, it is only one book, seemingly about archaeology and ancient history. --Nickhh (talk) 12:20, 15 April 2009 (UTC)",0.4318181818181818
166222,Polish occupation of Czechoslovakia,Extent of coverage of the postwar expulsions,Ja 62,2010-03-02 18:57:36,THREAD_STARTER,"I'd like to ask user Lars T. not to remove reference again. Especially when he replaces it with reference which gives exactly the same set of final data (this time in German) as the previous reference did (both are referring to the same pres release by a joint Czech-German comittee of historians from December 17 1996); whilst adding designation as 'minimal' number of killed. (30.000 mentioned later in the reference is the maximum possible summation estimate, when the possibility of entry data incompleteness would be taken into account.)  It's not particularly easy to assume good faith in such circumstances. --ja_62 (talk) 00:57, 3 March 2010 (UTC)",0.6762589928057554
166224,Polish occupation of Czechoslovakia,Extent of coverage of the postwar expulsions,Ja 62,2010-03-03 18:22:56,POST,":I didn't misquote it - you did. And you've also removed templates asking for the citation explanation, without any explanation.
:Not the absolute minimum. 18.889 deaths (including suicides) is the most reliable number known today, while 30.000 is given as maximum number possible, if the [possible] incompleteness of the records or their [possible] unreliablity would be taken into account. I can translate you the full quotation, if you don't believe me. --ja_62 (talk) 00:22, 4 March 2010 (UTC)
:p.s.:Fronta.cz is a World War II oriented webpage, though I have to admit, that to someone who does not understand Czech, the 'Answers' section would probably look a bit like a blog. --ja_62 (talk) 00:22, 4 March 2010 (UTC)",0.6762589928057554
166226,Polish occupation of Czechoslovakia,Extent of coverage of the postwar expulsions,Ja 62,2010-03-04 16:44:48,POST,":::Well, I believe that, for the sake of verifiability, we can perhaps specify that the numbers given by the joint Committee are referring to ""number of confirmed deaths, with some possibility that due to incompleteness (or some distortion) of original records the actual number of people killed could had beeen more, up to maximum of 30,000 victims"" - which is, I believe, very close to the original meaning of the Committee statement. What I did not like was when the confirmed number of killed was labeled as the 'absolute minimum' - which is certainly one possible legitimate interpretation of the data, but perhaps a bit misleading one. --ja_62 (talk) 18:41, 4 March 2010 (UTC)",0.6762589928057554
